asin,price,sales_rank,brand,cat_lvl2,cat_leaf,popularity,rating_mean,last_train_time,price_pct,quality_pct,popularity_pct,rating_pct,recency_pct
B00132AAQ8,20.39,78.0,Hamilton Beach,Kitchen & Dining,Hand Mixers,3.0,5.0,1393113600.0,0.481173030920528,0.9925578098697617,0.7946309914060423,0.6724550367679631,0.8912908655975902
B0013306HA,35.38,115594.0,Fat Daddios,Kitchen & Dining,Square & Rectangular,3.0,5.0,1400630400.0,0.3046868078320192,0.12120138212102416,0.7946309914060423,0.6724550367679631,0.9662000531585009
B001332WBI,14.26,7516.0,CHICAGO METALLIC,Kitchen & Dining,Muffin & Cupcake Pans,4.0,4.75,1335312000.0,0.642907770000886,0.6723221405156374,0.8615221050766368,0.2939222113936387,0.3274563657304864
B0013374XO,11.16,4063.0,Ateco,Kitchen & Dining,Cookie Cutters,1.0,5.0,1358380800.0,0.7362895366350669,0.7785062461238593,0.33932843093824755,0.6724550367679631,0.47439532205191814
B001339YQO,119.99,115376.0,Seville Classics,Storage & Organization,Storage & Organization,2.0,5.0,1337126400.0,0.09355896163728183,0.1212899796225746,0.66310800035439,0.6724550367679631,0.33396828209444496
B00133DRDU,4.95,121535.0,OXO,Kitchen & Dining,Can Openers,1.0,4.0,1328313600.0,0.956321431735625,0.11508815451404275,0.33932843093824755,0.06374590236555329,0.30388943031806503
B00133Q3S6,54.95,15056.0,Frieling,Kitchen & Dining,Mortar & Pestles,1.0,5.0,1368662400.0,0.20745104988039342,0.5223708691414902,0.33932843093824755,0.6724550367679631,0.5886418003012315
B00133WML8,69.0,12069.0,Panasonic,Kitchen & Dining,Hot Pots,2.0,5.0,1364774400.0,0.16975281297067424,0.5743776025516081,0.66310800035439,0.6724550367679631,0.5389829006822008
B00133X7KI,36.39,26541.0,Nordic Ware,Kitchen & Dining,Lasagna Pans,1.0,4.0,1332288000.0,0.29813059271728537,0.3947018694072827,0.33932843093824755,0.06374590236555329,0.31899530433241785
B001340KF2,5.95,11861.0,Holmz-Selfix,Bath,Shower Caddies,1.0,5.0,1384560000.0,0.928723310002658,0.5780101001151767,0.33932843093824755,0.6724550367679631,0.7624700983432268
B001347JK6,21.99,365.0,Jaccard,Kitchen & Dining,Tenderizers,3.0,5.0,1391472000.0,0.45995392929919376,0.9705856294852485,0.7946309914060423,0.6724550367679631,0.8703818552316824
B00134LXB2,13.64,8278.0,CHICAGO METALLIC,Kitchen & Dining,Roasting Pans,4.0,5.0,1301011200.0,0.6626650128466377,0.6519004164082574,0.8615221050766368,0.6724550367679631,0.22645521396296625
B00134LXEY,13.89,1570.0,CHICAGO METALLIC,Kitchen & Dining,Muffin & Cupcake Pans,7.0,5.0,1391212800.0,0.6583680340214406,0.8944360769026314,0.9450695490387171,0.6724550367679631,0.8667493576681138
B00134XRUC,174.99,584398.0,Maine Heritage Weavers,Bedding,Bedspreads & Coverlets,1.0,5.0,1377043200.0,0.053734384690351744,0.016213342783733542,0.33932843093824755,0.6724550367679631,0.6724107380171879
B00135FK7O,7.51,14780.0,Enviro,Vacuums & Floor Care,Upright Filters,1.0,5.0,1257033600.0,0.8684770089483477,0.5273323292283157,0.33932843093824755,0.6724550367679631,0.16510144413927527
B00138P8TQ,25.95,42208.0,Chef&#39;n,Kitchen & Dining,Spinners,1.0,4.0,1257465600.0,0.3995304332417826,0.2969788251971295,0.33932843093824755,0.06374590236555329,0.16536723664392664
B00138UK44,10.26,12196.0,HomeAndWine.com,Kitchen & Dining,Sugar Packet Holders,1.0,5.0,1356480000.0,0.7612297333215203,0.5726942500221494,0.33932843093824755,0.6724550367679631,0.44799326658988214
B00138Y964,11.99,6612.0,Fat Daddios,Kitchen & Dining,Sculpting & Modeling Tools,1.0,4.0,1321142400.0,0.7119695224594667,0.6950473996633295,0.33932843093824755,0.06374590236555329,0.2729246035261806
B00138YPLS,66.9,207767.0,Seca Scales,Bath,Digital,1.0,4.0,1289174400.0,0.1743598830512979,0.0633472136085762,0.33932843093824755,0.06374590236555329,0.20319836980597147
B001394XE6,267.04,53452.0,Seca Scales,Bath,Mechanical,1.0,5.0,1307836800.0,0.02684504296978829,0.24745282183042439,0.33932843093824755,0.6724550367679631,0.2385044741738283
B0013A2S1A,6.89,8789.0,Revlon,Kitchen & Dining,Serving Trays,1.0,5.0,1377648000.0,0.8960308319305396,0.6394524674404182,0.33932843093824755,0.6724550367679631,0.6799415256489767
B0013AMPXG,16.42,114091.0,Better Houseware,Storage & Organization,Drying Racks,1.0,5.0,1353801600.0,0.5822627801895986,0.12323912465668463,0.33932843093824755,0.6724550367679631,0.4198635598476123
B0013CAWKM,15.0,14706.0,simplehuman,Storage & Organization,Trash Cans,4.0,5.0,1399334400.0,0.6078674581376805,0.5285726942500222,0.8615221050766368,0.6724550367679631,0.9556126517232214
B0013CBGYI,18.25,17035.0,TVProducts4Less.com,Storage & Organization,Space Saver Bags,2.0,5.0,1369699200.0,0.5396473819438292,0.49122884734650485,0.66310800035439,0.6724550367679631,0.5986533179764331
B0013DSQNG,29.0,3531.0,Nuance,Kitchen & Dining,Wine Pourers,0.0,5.0,970531200.0,0.3682998139452467,0.8009657127669,0.05236112341631966,0.6724550367679631,0.05240542216709489
B0013DXP2S,31.95,10724.0,RSVP,Kitchen & Dining,Cups,6.0,5.0,1377043200.0,0.3321963320634358,0.5999822804996899,0.9267298662177726,0.6724550367679631,0.6724107380171879
B0013EJLH0,29.95,36058.0,Norpro,Kitchen & Dining,Rolling Pins,2.0,5.0,1380672000.0,0.3583325950208204,0.3323292283157615,0.66310800035439,0.6724550367679631,0.7148489412598564
B0013ESXLU,15.5,11463.0,Tablecraft,Kitchen & Dining,Condiment Pots,1.0,5.0,1227571200.0,0.6016656330291485,0.5854079914946398,0.33932843093824755,0.6724550367679631,0.14007264995127136
B0013FGVW2,7.95,62.0,Ball Cap Buddy,Storage & Organization,Drying Racks,1.0,4.0,1234483200.0,0.8553645787188802,0.9944183574023212,0.33932843093824755,0.06374590236555329,0.14680606006910604
B0013FI0HG,12.5,2225.0,Oreck,Vacuums & Floor Care,Upright Bags,2.0,4.5,1320105600.0,0.6983255072206964,0.861167715070435,0.66310800035439,0.1886240808009214,0.26858332595020823
B0013FNVZ2,24.98,19108.0,Libbey,Kitchen & Dining,Wine Decanters,1.0,4.0,1383868800.0,0.4152121910162133,0.4660228581554,0.33932843093824755,0.06374590236555329,0.7524585806680252
B0013G3F1G,20.7,18810.0,Organized Living,Kitchen & Dining,Cookware Holders,4.0,4.5,1373500800.0,0.47807211836626207,0.46894657570656506,0.8615221050766368,0.1886240808009214,0.6335164348365376
B0013G4KSI,23.15,186889.0,Unknown,Kitchen & Dining,Cabinet Organizers,1.0,5.0,1355011200.0,0.4437848852662355,0.0703464162310623,0.33932843093824755,0.6724550367679631,0.430672455036768
B0013GAP8M,19.48,71941.0,Organized Living,Kitchen & Dining,Cabinet Organizers,2.0,5.0,1382400000.0,0.5176309028085408,0.19526889341720566,0.66310800035439,0.6724550367679631,0.7349162753610348
B0013H3SOY,18.64,49647.0,Proctor Silex,Kitchen & Dining,Rice Cookers,1.0,4.0,1253232000.0,0.5353061043678569,0.26304598210330465,0.33932843093824755,0.06374590236555329,0.16155754407725703
B0013KBWDA,17.99,2855.0,Unknown,Kitchen & Dining,Lunch Boxes,0.0,5.0,970531200.0,0.5461149995570125,0.8308230707894038,0.05236112341631966,0.6724550367679631,0.05240542216709489
B0013NMN1W,15.04,24919.0,Cole &amp; Mason,Kitchen & Dining,Kitchen Utensils & Gadgets,5.0,4.8,1378512000.0,0.6066713918667493,0.40861167715070434,0.9007707982634889,0.31394524674404184,0.689332860813325
B0013O10HO,43.76,24317.0,Cathy&#39;s Concepts,Home & Kitchen,Home & Kitchen,1.0,5.0,1386806400.0,0.2525914769203509,0.4132187472313281,0.33932843093824755,0.6724550367679631,0.8012758040223266
B0013O63DA,37.31,13876.0,Cuisinart,Kitchen & Dining,Coffeemaker Pots,1.0,5.0,1355616000.0,0.29175157260565254,0.5444316470275539,0.33932843093824755,0.6724550367679631,0.4379817489146806
B0013TQ1H8,54.99,501317.0,Unknown,Bedding,Sheets,2.0,4.5,1342396800.0,0.20629928236023742,0.020466022858155353,0.66310800035439,0.1886240808009214,0.35337113493399486
B0013TQ20O,34.99,354368.0,Unknown,Bedding,Duvet Covers,4.0,5.0,1342396800.0,0.309515371666519,0.03278107557366883,0.8615221050766368,0.6724550367679631,0.35337113493399486
B0013V1PYA,60.48,64669.0,Indus-Tool,"Heating, Cooling & Air Quality",Space Heaters & Accessories,1.0,5.0,1322697600.0,0.18605475325595822,0.21095065119163636,0.33932843093824755,0.6724550367679631,0.2770000885975015
B0013V3K98,18.8,17091.0,Norpro,Kitchen & Dining,Food Strainers,1.0,5.0,1354147200.0,0.5329582705767697,0.49065296358642685,0.33932843093824755,0.6724550367679631,0.422920173651103
B0013V76IE,3.37,66828.0,Norpro,Kitchen & Dining,Baking Cups,1.0,5.0,1347494400.0,0.9850270222379729,0.205634801098609,0.33932843093824755,0.6724550367679631,0.38189953043324176
B0013V8S90,7.99,6986.0,Norpro,Kitchen & Dining,Kitchen Storage & Organization Accessories,0.0,5.0,970531200.0,0.8481438823425179,0.6844156994772748,0.05236112341631966,0.6724550367679631,0.05240542216709489
B0013V8SYK,7.14,74797.0,Norpro,Kitchen & Dining,Food Savers,1.0,5.0,1369008000.0,0.8814565429254895,0.18791530078851781,0.33932843093824755,0.6724550367679631,0.5920085053601488
B0013VALOK,14.39,4027.0,Norpro,Kitchen & Dining,French Presses,1.0,4.0,1388188800.0,0.6408257287144503,0.7792150261362629,0.33932843093824755,0.06374590236555329,0.8209001506157526
B0013YBCVS,10.0,8794.0,Medegen,Kitchen & Dining,Pitcher Water Filters,0.0,5.0,970531200.0,0.7665012846637724,0.6391423761849916,0.05236112341631966,0.6724550367679631,0.05240542216709489
B0013YXFHM,8.99,13953.0,TVTimedirect,Kitchen & Dining,Tool & Gadget Sets,1.0,5.0,1341964800.0,0.8158500930273767,0.5428368919996456,0.33932843093824755,0.6724550367679631,0.35102330114290775
B0013Z0GCS,13.43,94373.0,Fat Daddios,Kitchen & Dining,Round,1.0,5.0,1273968000.0,0.6664747054133073,0.15132453264817936,0.33932843093824755,0.6724550367679631,0.18614335075750865
B0013Z5VBY,0.49,3699.0,Generic,Vacuums & Floor Care,Filters,2.0,5.0,1355616000.0,0.9992469212368211,0.793213431381235,0.66310800035439,0.6724550367679631,0.4379817489146806
B0013Z9NY0,14.2,4957.0,Luminarc,Kitchen & Dining,Carafes & Pitchers,7.0,4.285714285714286,1370390400.0,0.6439266412687162,0.7470098343226721,0.9450695490387171,0.13484539735979445,0.6052981305927173
B0013ZCQ44,16.99,3282.0,Luminarc,Kitchen & Dining,Carafes & Pitchers,3.0,5.0,1354492800.0,0.566581022415168,0.8125276867192345,0.7946309914060423,0.6724550367679631,0.42531230619296534
B00140SC64,129.95,3918.0,Breville,Kitchen & Dining,Toasters,5.0,4.8,1395100800.0,0.08562948524851599,0.7840435899707628,0.9007707982634889,0.31394524674404184,0.9162310622840436
B001418KNS,11.78,1351.0,Urnex,Kitchen & Dining,Small Appliance Parts & Accessories,2.0,5.0,1323216000.0,0.723708691414902,0.9067511296181447,0.66310800035439,0.6724550367679631,0.2788606361300611
B001418XCQ,291.45,108317.0,Saeco,Kitchen & Dining,"Coffee, Tea & Espresso",1.0,5.0,1347926400.0,0.022237972889164515,0.1311243022946753,0.33932843093824755,0.6724550367679631,0.3843802604766546
B001447LEE,5.99,2072.0,Progressive International,Kitchen & Dining,Kitchen Utensils & Gadgets,2.0,5.0,1306540800.0,0.9236289536635067,0.8685656064498981,0.66310800035439,0.6724550367679631,0.23482767785948436
B00144D9T0,14.47,17348.0,Progressive International,Kitchen & Dining,Spoons,0.0,5.0,970531200.0,0.6398954549481705,0.4872862585275095,0.05236112341631966,0.6724550367679631,0.05240542216709489
B00146I1D2,19.99,3700.0,Atlantic,Furniture,Media Storage,2.0,5.0,1392854400.0,0.4932665898821653,0.7930805351289094,0.66310800035439,0.6724550367679631,0.8881013555417737
B00146I4CA,17.48,6768.0,KitchenAid,Kitchen & Dining,Mixer Parts & Accessories,1.0,4.0,1368316800.0,0.5581199610170993,0.6897315495703021,0.33932843093824755,0.06374590236555329,0.5841233277221582
B00147O9HI,51.91,24856.0,Furniture Creations,Kitchen & Dining,Pot Racks,2.0,5.0,1392681600.0,0.21493753876140698,0.40914326216000707,0.66310800035439,0.6724550367679631,0.8844688579782051
B00149DNE6,7.28,12265.0,SC Johnson,Kitchen & Dining,Lunch Bags,2.0,5.0,1403222400.0,0.8765836803402144,0.5713652874988926,0.66310800035439,0.6724550367679631,0.9870204660228582
B00149YZ5M,16.99,68251.0,Unknown,Bedding,Pillow Shams,1.0,4.0,1356912000.0,0.566581022415168,0.2033312660582972,0.33932843093824755,0.06374590236555329,0.4552582617170196
B00149YZSY,49.99,220742.0,Unknown,Bedding,Duvet Covers,1.0,5.0,1356912000.0,0.22127226012226453,0.0586515460264021,0.33932843093824755,0.6724550367679631,0.4552582617170196
B00149YZZW,44.99,373642.0,Unknown,Bedding,Sheets,6.0,4.833333333333333,1393804800.0,0.2471427305749978,0.030300345530256068,0.9267298662177726,0.3258616107025782,0.8980242757154249
B0014A89OY,59.0,519861.0,Unknown,Vacuums & Floor Care,Stick Vacuums & Electric Brooms,1.0,5.0,1227139200.0,0.1970408434482147,0.019491450341100336,0.33932843093824755,0.6724550367679631,0.13989545494817046
B0014AMBWK,17.99,20597.0,Unknown,Bedding,Sheet Fasteners,2.0,5.0,1371772800.0,0.5461149995570125,0.449898112873217,0.66310800035439,0.6724550367679631,0.618632054576061
B0014B7TNU,37.95,13926.0,Cosco,Home & Kitchen,Home & Kitchen,1.0,5.0,1344211200.0,0.2892708425622398,0.5432355807566227,0.33932843093824755,0.6724550367679631,0.3630725613537698
B0014COKYU,4.41,40.0,Unknown,Household Supplies,All-Purpose Cleaners,2.0,5.0,1387756800.0,0.9682820944449366,0.9965446974395322,0.66310800035439,0.6724550367679631,0.815717196775051
B0014CQ2G4,28.53,72839.0,Godinger,Kitchen & Dining,Salad Serving Sets,1.0,5.0,1336694400.0,0.3730397802781962,0.1932311508815452,0.33932843093824755,0.6724550367679631,0.3323292283157615
B0014CQEF8,5.0,60321.0,Rubbermaid,Kitchen & Dining,Ice Cube Molds & Trays,1.0,4.0,1338336000.0,0.9505182953840702,0.22308850890404885,0.33932843093824755,0.06374590236555329,0.3385753521750687
B0014CRBSM,4.99,138833.0,STERILITE,Storage & Organization,Storage Baskets,0.0,5.0,970531200.0,0.9526003366705059,0.09843182422255692,0.05236112341631966,0.6724550367679631,0.05240542216709489
B0014CSYWO,22.17,21892.0,Godinger,Kitchen & Dining,Serving Trays,1.0,5.0,1368057600.0,0.456321431735625,0.4337733675910339,0.33932843093824755,0.6724550367679631,0.5811110126694428
B0014CT9HI,4.99,3226.0,Rubbermaid,Kitchen & Dining,Food Savers,1.0,4.0,1357603200.0,0.9526003366705059,0.8157614955258261,0.33932843093824755,0.06374590236555329,0.46340923185966154
B0014CVEH6,5.85,397.0,Melitta,Kitchen & Dining,Single-Serve Brewers,2.0,5.0,1324944000.0,0.9314255337999469,0.9684592894480376,0.66310800035439,0.6724550367679631,0.28674581376805175
B0014CX7KI,3.75,4903.0,Melitta,Kitchen & Dining,Coffee Filters,1.0,4.0,1356739200.0,0.980951537166652,0.7490475768583327,0.33932843093824755,0.06374590236555329,0.4524674404181802
B0014CX8ZW,11.5,7086.0,Rubbermaid,Kitchen & Dining,Storage & Organization,1.0,4.0,1285286400.0,0.7290688402587047,0.6819349694338619,0.33932843093824755,0.06374590236555329,0.1978825197129441
B0014CXC30,7.25,24864.0,Spectrum Diversified,Storage & Organization,Utility Hooks,1.0,5.0,1392336000.0,0.8776025516080447,0.40905466465845663,0.33932843093824755,0.6724550367679631,0.8815451404270399
B0014E0UFQ,37.33,1771.0,Hamilton Beach,Kitchen & Dining,Toasters,1.0,5.0,1280620800.0,0.2916629751041021,0.8839372729689022,0.33932843093824755,0.6724550367679631,0.19296535837689377
B0014E3GM0,475.0,36243.0,Dyson,Vacuums & Floor Care,Upright Vacuums,4.0,5.0,1360886400.0,0.0069106051209355535,0.3307344732878533,0.8615221050766368,0.6724550367679631,0.49942411623992206
B0014E65YQ,97.97,100758.0,Emerson,Kitchen & Dining,Countertop Microwave Ovens,1.0,4.0,1368489600.0,0.11885354832993711,0.1404270399574732,0.33932843093824755,0.06374590236555329,0.5861167715070436
B0014E6DOI,139.0,70555.0,Cozy Sack,Furniture,Furniture,2.0,5.0,1348876800.0,0.07787720386285102,0.19898998848232485,0.66310800035439,0.6724550367679631,0.3890316293080535
B0014E7CPC,369.99,66393.0,Dyson,Vacuums & Floor Care,Upright Vacuums,4.0,4.5,1350777600.0,0.012625143970940056,0.20625498360946226,0.8615221050766368,0.1886240808009214,0.4005050057588376
B0014HFVNE,5.99,8774.0,Aladdin,Kitchen & Dining,Tumblers,1.0,5.0,1267315200.0,0.9236289536635067,0.6398511561973952,0.33932843093824755,0.6724550367679631,0.17785948436254098
B0014IDZOU,25.97,252.0,Unknown,"Heating, Cooling & Air Quality",Pedestal Fans,0.0,5.0,970531200.0,0.39891025073092934,0.9784265083724639,0.05236112341631966,0.6724550367679631,0.05240542216709489
B0014IIS6A,40.96,8165.0,T-fal,Kitchen & Dining,Toasters,1.0,4.0,1229990400.0,0.2608310445645433,0.6553557189687251,0.33932843093824755,0.06374590236555329,0.1427748737485603
B0014IKQKG,29.9,469.0,T-fal,Kitchen & Dining,Toasters,2.0,5.0,1396224000.0,0.3618321963320634,0.9634092318596615,0.66310800035439,0.6724550367679631,0.9272614512270754
B0014J7FUY,26.24,14409.0,Urnex,Kitchen & Dining,Small Appliance Parts & Accessories,3.0,5.0,1397606400.0,0.3956764419243377,0.5339771418446,0.7946309914060423,0.6724550367679631,0.9428989102507309
B0014JM1JE,89.99,58869.0,Waring,Kitchen & Dining,Deep Fryers,1.0,5.0,1224806400.0,0.12634003721095066,0.22849295649862678,0.33932843093824755,0.6724550367679631,0.13799060866483565
B0014JMLW6,23.91,141474.0,Le Creuset,Kitchen & Dining,Aprons,7.0,4.714285714285714,1294272000.0,0.43700717639762554,0.09719145920085048,0.9450695490387171,0.27996810489944185,0.21312128997962257
B0014JUN44,10.84,19443.0,Progressive International,Kitchen & Dining,Mixing Bowls,4.0,5.0,1400630400.0,0.7511296181447683,0.4623017630902808,0.8615221050766368,0.6724550367679631,0.9662000531585009
B0014QS1XC,89.29,7019.0,Whitmor,Furniture,Standing Baker's Racks,2.0,5.0,1370217600.0,0.13032692478072117,0.683485425710995,0.66310800035439,0.6724550367679631,0.60388057056791
B0014RB3CW,9.99,3247.0,InterDesign,Storage & Organization,Tie Racks,4.0,5.0,1381536000.0,0.7740763710463365,0.8146540267564455,0.8615221050766368,0.6724550367679631,0.7251705501904846
B0014RCQA0,8.99,5358.0,InterDesign,Kitchen & Dining,Spice Racks,6.0,4.833333333333333,1400198400.0,0.8158500930273767,0.7339417028439799,0.9267298662177726,0.3258616107025782,0.9609285018162488
B0014SU9ZS,6.5,23715.0,HOME-APP,Kitchen & Dining,Trivets,2.0,5.0,1300838400.0,0.9063524408611677,0.4176486223088509,0.66310800035439,0.6724550367679631,0.22579073270133782
B0014WNVHC,18.32,3322.0,Norpro,Kitchen & Dining,Magnetic Knife Strips,3.0,5.0,1368144000.0,0.5387614069283246,0.8105342429343493,0.7946309914060423,0.6724550367679631,0.5819969876849472
B0014X7ARI,21.46,2121.0,ZPC Zenith Products Corporation,Bath,Shower Caddies,3.0,4.666666666666667,1364342400.0,0.4690351732081155,0.8655089926464073,0.7946309914060423,0.2566226632408966,0.5326481793213431
B0014XOHJC,14.57,97534.0,Zenith Products,Bath,Shower Curtain Rods,1.0,5.0,1354060800.0,0.6371932311508816,0.14565429254895013,0.33932843093824755,0.6724550367679631,0.42234428989102507
B0014XRK9Q,11.8,8416.0,Heath/Zenith,Bath,Decorative Shower Curtain Hooks,1.0,4.0,1275177600.0,0.722911313900948,0.6484008150970142,0.33932843093824755,0.06374590236555329,0.1874723132807655
B0014Y4X18,2.0,47345.0,Progressive International,Kitchen & Dining,Cheese Knives,1.0,5.0,1374624000.0,0.9937538761406929,0.2727917072738548,0.33932843093824755,0.6724550367679631,0.6455656950473997
B0014Y4X3G,34.95,15461.0,Unknown,Kitchen & Dining,Cups,15.0,4.866666666666666,1369526400.0,0.3133250642331886,0.5149286790112519,0.9892354035616195,0.3348542571099495,0.5973686542039515
B001501D0U,137.36,6794.0,Kohler,Furniture,Wall-Mounted Cabinets,1.0,5.0,1355011200.0,0.07911756888455745,0.6887569770532471,0.33932843093824755,0.6724550367679631,0.430672455036768
B00150O1KY,8.49,12207.0,Progressive International,Kitchen & Dining,Ladles,1.0,4.0,1367020800.0,0.834765659608399,0.5723398600159475,0.33932843093824755,0.06374590236555329,0.5713652874988925
B00151WA06,14.95,5967.0,Microplane,Kitchen & Dining,Graters,3.0,5.0,1373500800.0,0.6274475059803313,0.7145831487552051,0.7946309914060423,0.6724550367679631,0.6335164348365376
B001526FCE,3.96,5191.0,Fred,Kitchen & Dining,Ice Cube Molds & Trays,1.0,5.0,1267920000.0,0.9778949233631612,0.739213254186232,0.33932843093824755,0.6724550367679631,0.17909984938424736
B00152PEB2,7.78,60001.0,Winco,Kitchen & Dining,Garlic Presses,0.0,5.0,970531200.0,0.8620979888367148,0.22406308142110387,0.05236112341631966,0.6724550367679631,0.05240542216709489
B0015679I4,337.0,101560.0,KitchenAid,Kitchen & Dining,Stand Mixers,3.0,4.333333333333333,1371686400.0,0.015415965269779397,0.13865508992646403,0.7946309914060423,0.14197749623460618,0.6181890670683087
B00158N7OM,21.7,6789.0,Godinger,Kitchen & Dining,Wine Decanters,1.0,5.0,1391644800.0,0.4668645344201293,0.688934172056348,0.33932843093824755,0.6724550367679631,0.8738371577921502
B00158U8DU,6.69,1590.0,The Raw Food World,Kitchen & Dining,Food Strainers,6.0,5.0,1384128000.0,0.9020111632851954,0.8932400106317002,0.9267298662177726,0.6724550367679631,0.7559581819792682
B00158VWPI,139.95,96814.0,Unknown,Kitchen & Dining,Small Appliances,1.0,4.0,1293667200.0,0.07716842385044742,0.14707185257375743,0.33932843093824755,0.06374590236555329,0.21152653495171436
B0015A8MGI,6.55,9635.0,Yamazaki,Kitchen & Dining,Chopsticks & Chopstick Holders,2.0,4.0,1242691200.0,0.9054221670948879,0.620979888367148,0.66310800035439,0.06374590236555329,0.15291928767608753
B0015ADESE,39.79,3173.0,International Silver,Kitchen & Dining,Flatware Sets,1.0,5.0,1372723200.0,0.2779746611145566,0.818065030566138,0.33932843093824755,0.6724550367679631,0.6266501284663772
B0015ASJIY,159.99,7033.0,Eureka,Vacuums & Floor Care,Upright Vacuums,3.0,4.0,1357171200.0,0.059714716045007554,0.6832196332063436,0.7946309914060423,0.06374590236555329,0.4577832905112076
B0015FHAJI,126.95,44677.0,Emile Henry,Kitchen & Dining,Tagines,1.0,5.0,1364688000.0,0.08868609905200675,0.28572694250022146,0.33932843093824755,0.6724550367679631,0.5379640294143705
B0015FLBCA,179.9,44039.0,Emile Henry,Kitchen & Dining,Tagines,1.0,5.0,1313107200.0,0.05134225214848942,0.28847346504828564,0.33932843093824755,0.6724550367679631,0.25002214937538764
B0015GE66M,12.38,9053.0,Westland Giftware,Kitchen & Dining,Salt & Pepper Shaker Sets,1.0,5.0,1356307200.0,0.7017808097811642,0.6324089660671569,0.33932843093824755,0.6724550367679631,0.445246744041818
B0015IWSDI,6.38,30624.0,SCI Scandicrafts,Kitchen & Dining,Pasta Makers & Accessories,1.0,4.0,1388016000.0,0.9116682909541951,0.3655532913971826,0.33932843093824755,0.06374590236555329,0.8189953043324179
B0015IXU6M,21.99,12874.0,WMF,Kitchen & Dining,Food Strainers,0.0,5.0,970531200.0,0.45995392929919376,0.5604677948081864,0.05236112341631966,0.6724550367679631,0.05240542216709489
B0015M7ZMI,39.95,15489.0,Crane,"Heating, Cooling & Air Quality",Humidifiers & Accessories,1.0,5.0,1294358400.0,0.2743864623017631,0.5141313014972978,0.33932843093824755,0.6724550367679631,0.2134756799858244
B0015MSY32,7.26,7700.0,Fred,Kitchen & Dining,Ice Cube Molds & Trays,2.0,4.5,1224547200.0,0.8771152653495171,0.6679365641888899,0.66310800035439,0.1886240808009214,0.1377691149109595
B0015MU91C,4.28,23539.0,Fred,Kitchen & Dining,Spatulas,1.0,5.0,1395964800.0,0.9708071232391247,0.4192433773367591,0.33932843093824755,0.6724550367679631,0.9236732524142819
B0015NWM5C,18.95,46397.0,The Pampered Chef,Kitchen & Dining,Egg Separators,1.0,5.0,1397952000.0,0.529901656773279,0.27704438734827674,0.33932843093824755,0.6724550367679631,0.9462213165588731
B0015PPPCC,9.95,37290.0,Silikomart,Kitchen & Dining,Candy Making Molds,2.0,5.0,1325894400.0,0.7864800212634003,0.3246212456808718,0.66310800035439,0.6724550367679631,0.2914857801010012
B0015QPYQ8,10.88,5958.0,BigKitchen,Kitchen & Dining,Loaf Pans,3.0,5.0,1386547200.0,0.7501993443784886,0.7148489412598564,0.7946309914060423,0.6724550367679631,0.7960928501816249
B0015QTFZ4,37.99,59784.0,Unknown,Kitchen & Dining,Mixing Bowls,1.0,5.0,1225411200.0,0.2879861787897581,0.22477186143350758,0.33932843093824755,0.6724550367679631,0.13847789492336315
B0015QV5QQ,17.76,12367.0,Anchor Hocking,Kitchen & Dining,Mixing Bowls,2.0,5.0,1382918400.0,0.5546646584566315,0.5695047399663329,0.66310800035439,0.6724550367679631,0.7400106317001861
B0015QV5S4,13.47,3143.0,Anchor Hocking,Kitchen & Dining,Cups,1.0,5.0,1243900800.0,0.6653229378931513,0.8191724993355187,0.33932843093824755,0.6724550367679631,0.1547798352086471
B0015RBB5A,16.0,228.0,simplehuman,Kitchen & Dining,Storage & Organization,2.0,5.0,1390953600.0,0.58642686276247,0.9800212634003721,0.66310800035439,0.6724550367679631,0.8629396651014442
B0015RJHOC,5.0,4085.0,Libbey,Kitchen & Dining,Tumblers,1.0,5.0,1368316800.0,0.9505182953840702,0.7774430761052539,0.33932843093824755,0.6724550367679631,0.5841233277221582
B0015TH9PO,18.73,2916.0,BeaterBlade,Kitchen & Dining,Mixer Parts & Accessories,5.0,4.8,1363564800.0,0.5341986355984761,0.8280765482413396,0.9007707982634889,0.31394524674404184,0.5241871179232745
B0015TKSCK,17.8,1775.0,BeaterBlade,Kitchen & Dining,Mixer Parts & Accessories,2.0,4.5,1297900800.0,0.5543102684504297,0.8836714804642509,0.66310800035439,0.1886240808009214,0.2200761938513334
B0015TMHFG,15.74,828.0,BeaterBlade,Kitchen & Dining,Mixer Parts & Accessories,9.0,4.666666666666667,1403568000.0,0.5993177992380615,0.9402409852042173,0.965446974395322,0.2566226632408966,0.9919376273589084
B0015UTYTW,44.95,43125.0,Le Creuset,Kitchen & Dining,Mortar & Pestles,0.0,5.0,970531200.0,0.24873748560290598,0.29299193762735887,0.05236112341631966,0.6724550367679631,0.05240542216709489
B0015VBSL8,188.0,50467.0,Leggett &amp; Platt Fashion Bed Group,Furniture,Beds,2.0,4.5,1375833600.0,0.047931248338796806,0.2595906795428369,0.66310800035439,0.1886240808009214,0.6596969965446975
B0015VTR20,34.95,20135.0,Frieling,Kitchen & Dining,Springform,1.0,5.0,1364428800.0,0.3133250642331886,0.4545051829538407,0.33932843093824755,0.6724550367679631,0.5341543368477009
B0015YEZGU,30.95,79489.0,Furi,Kitchen & Dining,Steak Sets,1.0,5.0,1297900800.0,0.33897404093204575,0.17843536812261895,0.33932843093824755,0.6724550367679631,0.2200761938513334
